tagID,tagValue
2930,linkin park
2931,awsome
2932,aj
2933,aly
2934,crunk rock
2935,electric
2936,comedy rap
2937,rouge
2938,american singer
2939,american idols
2940,rbd
2941,male vocal
2942,aline silva
2943,aline willy
2944,bubblegoth
2945,sound of 2011
2946,victoria justice
2947,tea party
2948,upbeat
2949,hopeful
2950,beautiful day
2951,kerli
2952,i kissed a girl
2953,metro station
2954,catchy as hell
2955,metro
2956,night driving
2957,new music
2958,good stuff
2959,foo fighters - the pretender
2960,paramore - crushcrushcrush
2961,crushcrushcrush
2962,hayley williams
2963,superbus
2964,the remix
2965,anna tsuchiya
2966,lady gaga - poker face
2967,poker
2968,pussycat dolls
2969,white lies
2970,i like this song
2971,power song
2972,amor
2973,50 cent
2974,jay-z
2975,hick
2976,smith
2977,ladygaga
2978,kanye west
2979,dolls
2980,pussycat
2981,lopez
2982,rockn
2983,bitanemm
2984,not like that
2985,baby
2986,jennifer
2987,brtineyim
2988,womanizer
2989,alicia keys
2990,dinlenir bu
2991,mangam
2992,ferman
2993,cem
2994,efe
2995,tech house
2996,hipster garbage
2997,hipster
2998,chanson francaise
2999,favorite tracks
3000,essential ballads
3001,creepy
3002,bunny
3003,euro
3004,happy hardcore
3005,video game
3006,furry
3007,kirby
3008,einhander
3009,square enix
3010,squaresoft
3011,orchestral
3012,madona
3013,cirque du soleil
3014,romolo di prisco
3015,hurricane
3016,yiff
3017,luxo
3018,depre music
3019,bitches
3020,ja chorei horrores
3021,mar
3022,kat deluna
3023,hard core
3024,very underrated
3025,bluegrass
3026,slowcore
3027,cinematic
3028,spacious
3029,lost integrity
3030,boards of canada
3031,aphex twin
3032,one on twoism
3033,casino versus japan
3034,do aliens dance in four four
3035,ghostrock
3036,analog
3037,trills
3038,hexagon sun
3039,thought bandit
3040,twosim
3041,illuminant
3042,olympia
3043,power-indie
3044,ghost and the drum machines
3045,triphop
3046,jared maple
3047,warp
3048,limbo
3049,human condition
3050,blurrypup
3051,oldtunes
3052,trip-hope
3053,mankind
3054,futuristic house
3055,bitkins
3056,alpha centauri rock
3057,moon rock
3058,mars rock
3059,washington
3060,vangelis
3061,cinematic folk
3062,fabulist
3063,magik
3064,gothic hip-hop
3065,the smiths
3066,suede
3067,elbow
3068,haven
3069,bauer
3070,interpol
3071,cinematic rock
3072,metallica
3073,pantera
3074,excellent
3075,duran my fave from wedding album
3076,love duran jt
3077,jt duran andy
3078,brillant lyrics
3079,extreme power metal
3080,dragonforce
3081,melodic heavy metal
3082,dream theater
3083,iced earth
3084,children of bodom
3085,blind guardian
3086,anthrax
3087,kamelot
3088,guitar gods
3089,aina
3090,arch enemy
3091,new jack swing
3092,thriller
3093,acapella
3094,singles i own
3095,laid back
3096,relaxed
3097,britsong
3098,gorillaz
3099,the killers
3100,the veronicas
3101,night
3102,duo
3103,unsigned
3104,optur
3105,nostalgi
3106,tyler adam
3107,brandy
3108,harmonies
3109,timbaland
3110,missy elliott
3111,tweet
3112,aaliyah
3113,kiley dean
3114,contemporary rnb
3115,mya
3116,nelly furtado
3117,ginuwine
3118,monica
3119,kelly rowland
3120,janet jackson
3121,bubba sparxxx
3122,game soundtrack
3123,sid metal
3124,romy
3125,little
3126,miss
3127,flapper
3128,low
3129,nick album release pop rock dark pop
3130,cascada
3131,delta goodrem
3132,mika
3133,kate ryan
3134,anal pop
3135,best band of the world
3136,anti-emo
3137,k-on
3138,beatbox
3139,ukrainian pop
3140,women
3141,glee cast
3142,chick music
3143,eargasm
3144,glee season 2
3145,defiant
3146,reminds me of friends
3147,play it loud
3148,songs on repeat
3149,awesome lyrics
3150,tv theme song
3151,unnecessarily long titles
3152,better than the whores version
3153,too good for a fucking twilight sequel
3154,ponto
3155,cazuza
3156,rappa
3157,bosnian metal
3158,porngrind
3159,urlikanje
3160,bosnian dub
3161,southern metal
3162,chinese
3163,cantonese
3164,flamenco
3165,orchestra
3166,string
3167,drum
3168,garbage
3169,and one
3170,techno rock
3171,taylor
3172,sick
3173,poetic
3174,acid
3175,trashy
3176,scene
3177,jimmy-anarchy
3178,legendery song
3179,me
3180,supreme
3181,breaking through
3182,crunk
3183,cry
3184,jj
3185,dirty
3186,suck me fuck me
3187,radio killa
3188,urban contemporary rnb
3189,symphonic prog
3190,neo-prog
3191,atmospheric rock
3192,canterbury scene
3193,progressive black metal
3194,prog folk
3195,symphonic rock
3196,zeuhl
3197,fusionmetal
3198,progressive electronic
3199,psychedelic pop
3200,psychedelic folk
3201,melancholic rock
3202,death doom metal
3203,baroque pop
3204,soundscapes
3205,world fusion
3206,glitch-hop
3207,indietronic remix
3208,franz ferdinand
3209,the kooks
3210,the fratellis
3211,dirty pretty things
3212,the pigeon detectives
3213,kaiser chiefs
3214,kasabian
3215,snow patrol
3216,the rascals
3217,kings of leon
3218,we are scientists
3219,ok go
3220,maximo park
3221,elertronic
3222,my chemical romance
3223,the automatic
3224,the cinematics
3225,acous
3226,air traffic
3227,klaxons
3228,the rakes
3229,good shoes
3230,one night only
3231,reasons
3232,rob fusari
3233,broussard
3234,lelia broussard
3235,lelia
3236,fusari
3237,stefani gemanotta
3238,milkboy coffee house
3239,adam young
3240,jazzy
3241,under 200 listener
3242,detroit
3243,g unit
3244,g-unit
3245,west coast
3246,adnet humor mtv marcelo
3247,alo brother
3248,monange
3249,twitter
3250,verde
3251,the luxo ahazante tour
3252,shitney
3253,playback
3254,pura uncao
3255,puro fogo
3256,pure fire
3257,vixe
3258,lixa
3259,fuck you i just want to dance and drink tonight
3260,sexy pop
3261,sexy bitches do it better
3262,folk pop
3263,danish
3264,this song should be single
3265,atmospheric black metal
3266,steampunk
3267,ritual dark ambient
3268,finnish black metal
3269,occult
3270,power electronics
3271,kenneth anger
3272,black noise
3273,melodic black metal
3274,black math blackmath chicago
3275,hauntology
3276,apocalyptic folk
3277,coldwave
3278,hynagogic
3279,female psychobilly
3280,fetish
3281,neugaze
3282,ghost drone
3283,martial ambient
3284,horror ambient
3285,sound collage psychedelia electronic folk
3286,whitemorgue
3287,painting the end
3288,black funeral doom
3289,lips songs
3290,vocally perfect
3291,songs that make me sleepy
3292,songs i like to sing
3293,shit hot beat
3294,crap
3295,songs to make love to
3296,makes me happy
3297,pretentious
3298,makes me want to dance
3299,summer songs
3300,mash up
3301,awful singing
3302,passion
3303,good for working out to
3304,explicit
3305,memories
3306,songs that tell a story
3307,teenage angst
3308,i saw them live
3309,wizard rock
3310,japanesey
3311,euro dance
3312,i dont give a fuck
3313,kabriana
3314,2010 new release
3315,surrender
3316,top ten
3317,new releases
3318,cyndi lauper
3319,sandra
3320,mara maravilha
3321,boney m
3322,anna nicole smith
3323,black eyed peas
3324,the pussycat dolls
3325,pcd
3326,nicole scherzinger
3327,avril lavigne
3328,kelly clarkson-because of you
3329,kammylla
3330,bep
3331,nicole
3332,break the ice
3333,the pussycat dolls - stickwitu
3334,pcd - stick with you
3335,pussycat dolls- stickwitu
3336,gwen
3337,kiss kiss
3338,wind it up
3339,wind it up gwen stefani
3340,pink
3341,amy winehouse
3342,get me bodied- beyonce
3343,beyonce - get me bodied
3344,beyonce - irreplaceable
3345,clumsy
3346,umbrella
3347,be good to me
3348,fergie clumsy
3349,ring the alarm
3350,scotland
3351,not 4-4 time
3352,the slow-mo
3353,notorious
3354,glasgow
3355,sea
3356,longing
3357,resignation
3358,bitter
3359,separation
3360,thunder
3361,western-ish
3362,football
3363,5 star song
3364,journeys
3365,menace
3366,obsession
3367,gtasa tracks
3368,rousing
3369,goosebumps
3370,water
3371,edinburgh
3372,big 3
3373,storm
3374,sheffield
3375,the focus the fear
3376,real hard anime music
3377,chalga
3378,bulgarian rock
3379,polish progressive metal
3380,great songs
3381,ur so gay
3382,et
3383,teenage dream
3384,cast
3385,etherial
3386,biosphere
3387,sigur ros
3388,canada
3389,amiina
3390,buddha-bar
3391,the album leaf
3392,cocteau twins
3393,bjork
3394,budha bar
3395,coleen
3396,emiliana torrini
3397,enigma
3398,thievery corporation
3399,delerium
3400,musetta
3401,massive attack
3402,halou
3403,debussy
3404,erik satie
3405,slow dive
3406,amethystium
3407,enya
3408,john cage
3409,brian eno
3410,atmospheric ambient classical
3411,best cover
3412,less than 3
3413,wierd
3414,cool stuff
3415,real good
3416,one of the best songs ever
3417,stock aitken waterman
3418,mama
3419,totally rocks
3420,thelma harper
3421,raytown
3422,totally bitchen
3423,new wave happiness
3424,tag your songs properly
3425,artists
3426,nz rock
3427,new zealand
3428,kiwi
3429,regionalista
3430,gauderia
3431,gauchesca
3432,caipira
3433,tche
3434,tche music
3435,cbjr
3436,brazilian rock
3437,cyber metal
3438,extreme metal
3439,raw black metal
3440,cold
3441,fog
3442,flood
3443,plasma
3444,washing over me
3445,mountain tops snow melting thawing fire ice volcanos nature earth
3446,knee slapping
3447,bees buzzing
3448,head spinning
3449,determined yelling in a barren field under a gray sky
3450,pop emo
3451,acid hardcore
3452,nyhc
3453,us rock
3454,chanson
3455,rhythm & blues
3456,madchester
3457,swingabilly
3458,hillbilly
3459,touching
3460,not me not i
3461,soulful
3462,the true winners of the x factor 2009
3463,tight
3464,new york shit
3465,phat
3466,the truth
3467,real talk
3468,good shit
3469,ill
3470,the good stuff
3471,great lyricists
3472,solid
3473,brooklyn
3474,poignant
3475,roc-a-fella
3476,neat
3477,dipset
3478,real hip-hop
3479,fiya
3480,banger
3481,superb
3482,d-block
3483,dope cut
3484,east coast rap
3485,ruff ryders
3486,witty
3487,lyricism
3488,assertive
3489,mean
3490,high school
3491,messy
3492,kinsella
3493,reverb
3494,royksopp
3495,trentemoller
3496,trentemller
3497,r'n'b
3498,armand van helden
3499,axwell
3500,out of office
3501,loved
3502,skandinavian music
3503,night music
3504,elektropop
3505,norge
3506,turkish
3507,gitar
3508,instrumental rock
3509,blacksea
3510,karadeniz
3511,ozgun
3512,world indie
3513,blues-rock
3514,garage punk
3515,contemporary classical
3516,sounds of the universe
3517,u2
3518,meditation
3519,drone ambient
3520,must have
3521,self made music
3522,musical installation
3523,forbidden sounds group
3524,ethno
3525,free download
3526,russia
3527,pagan
3528,1969
3529,1971
3530,ronni-rock
3531,awesome guitar jams
3532,jimmy page
3533,favourite songs
3534,70s rock
3535,tolkien
3536,led zeppelin tracks
3537,harmonica
3538,cowbell
3539,awesomeness in the form of sound
3540,zeppelin
3541,things i like
3542,songs that make me sad in a good way
3543,one time
3544,never let you go
3545,selena
3546,lhp
3547,signed
3548,dj gk
3549,deja vue
3550,vince clarke
3551,southampton
3552,the k
3553,lhp records
3554,alberta
3555,the mix kid
3556,orlando
3557,county
3558,florida
3559,us
3560,his music describes my empty love
3561,alone with everybody
3562,human conditions
3563,hot french
3564,english romance
3565,fuckable
3566,and you wish you could hide
3567,sadjes
3568,pirry
3569,the world guess by pirry
3570,tom petty
3571,the darkness litgless
3572,joy division - the ugly beatifull
3573,and the darkness lightless
3574,the beatifull ugly
3575,disorder from joy division-post-punk
3576,word best songs
3577,vietnam
3578,the rolling stones
3579,lostfreeq
3580,new beat
3581,chef musinum
3582,electro industrial
3583,central point
3584,pirates club lounge
3585,independent
3586,jean marc toma
3587,fucking selfdeep
3588,trip beat
3589,lestfm artist
3590,electro trip
3591,psychadelic
3592,skinny puppy
3593,electro trance
3594,low tempo
3595,dark music
3596,poetic rock
3597,post-jazz
3598,pigface
3599,-pearl fashion music
3600,techno trance
3601,ultimate favorite
3602,mike patton
3603,al jourgensen
3604,funk metal
3605,chaotic metalcore
3606,weird
3607,sound collage
3608,pure sex
3609,bds
3610,ivete sangalo
3611,ciara
3612,hugo pena  gabriel
3613,chicas picantes
3614,happy metal
3615,metal melodico
3616,female-vocalists
3617,death hardcore
3618,via
3619,daddy
3620,cutest thing
3621,lets move
3622,just cool
3623,brat2
3624,really sad thing
3625,bono
3626,london
3627,incomparable
3628,finnish metal
3629,finland
3630,symphonic power metal
3631,old school black metal
3632,symphonic
3633,nordic metal
3634,true norwegian black metal
3635,norwegian metal
3636,music for my soul
3637,braindance
3638,pozitive
3639,brain massaging device
3640,soft music
3641,notre dame de paris
3642,to com for my brain
3643,mixture rock
3644,nitre dame de paris
3645,noise-rock
3646,electro post rock
3647,musicle
3648,hardcore trance
3649,psy
3650,maybe post rock
3651,xtc
3652,favorite lyrics
3653,zajebiste
3654,super
3655,franek
3656,franek kimono
3657,diffrent
3658,super extra
3659,awsome lirycs
3660,the the
3661,wilco
3662,northampton
3663,gomez
3664,the national
3665,david bowie
3666,cracker
3667,the replacements
3668,badly drawn boy
3669,calexico
3670,jim morrison
3671,camper van beethoven
3672,califone
3673,the doors
3674,paul westerberg
3675,mystics anonymous
3676,andrew bird
3677,nick cave
3678,boredoms
3679,ooioo
3680,iron horse
3681,matt pond pa
3682,wye oak
3683,score
3684,haunt
3685,ted leo
3686,the hold steady
3687,the shins
3688,archers of loaf
3689,american football
3690,john lurie
3691,band of horses
3692,the new pornographers
3693,chuck norris approves
3694,johnny depp
3695,alan rickman
3696,peace
3697,nemesea
3698,nemesea lost inside
3699,chanteur de cris
3700,punk musette
3701,gospel brasil
3702,anime soundtrack
3703,2000s
3704,epic horns
3705,real blues
3706,pissed off
3707,novelty
3708,paigecore
3709,female pop singer
3710,piano songs
3711,funny lyrics
3712,simlish
3713,the sims 2: pets
3714,twins
3715,the sisterhood of traveling pants
3716,piano song
3717,pop 90
3718,fave songs ever
3719,indie british
3720,american trad rock
3721,plagiadora
3722,punk horror
3723,fighter
3724,dirrty
3725,ndw
3726,humppa
3727,megahumppa
3728,excessive12inch
3729,omd
3730,guitar greats
3731,early league
3732,midge ure
3733,rock-ballad
3734,pedobear does approve
3735,blue
3736,splin
3737,rockapops
3738,jesus
3739,android
3740,bands
3741,crow
3742,philosophy
3743,mood
3744,tender
3745,brazilian bands
3746,sinewave
3747,psicodelico
3748,loca
3749,jackson 5
3750,avril
3751,everlife
3752,veronicas
3753,jojo
3754,jonas brothers
3755,aly aj
3756,goddesses
3757,straight up modern rock
3758,weirdness
3759,feelgood
3760,sex rock
3761,beautifulsad
3762,britrock
3763,falsetto
3764,live recording
3765,ritual music
3766,southern fried rock
3767,spoken word
3768,prophets
3769,strings
3770,dance beat rock
3771,epic rock
3772,mellow rock
3773,quiet
3774,creep
3775,diante do trono
3776,megadeth
3777,kerry
3778,'80s
3779,wyjebany w kosmos thrash
3780,nsbm
3781,satan
3782,mustaine
3783,metallica death magnetic
3784,horde
3785,deep purple
3786,acdc
3787,mexico city
3788,89
3789,san diego
3790,musical orgasm
3791,30s
3792,20s
3793,dm
3794,hutch
3795,kurt
3796,amazing lyrics
3797,songs i absolutely love
3798,sunday morning music
3799,beautiful voice
3800,all-time favourite albums
3801,aly and aj
3802,singer-songwriters
3803,sisters
3804,78violet
3805,lindsay
3806,lindsay lohan teen pop
3807,rock chileno
3808,opera rock
3809,carey
3810,tags
3811,as
3812,a voz mais bela de todas
3813,esmaga as outras cantoras atuais
3814,a melhor de todas
3815,grande cantor
3816,eterno rei
3817,melhor da alemanha
3818,legal
3819,grandes
3820,melhor banda feminina
3821,muito boa
3822,strange in moscow
3823,melhor musica
3824,melhor dos anos 80
3825,exid records
3826,spontanious
3827,hardbass
3828,disturb
3829,multigen
3830,av-hood
3831,ultimate vampire song
3832,sexy yes yes yes
3833,best male singer ever
3834,better than the a-side
3835,reasons to get up in the morning
3836,aphrodite
3837,goddess of pop
3838,melhor banda do mundo
3839,hebrew
3840,marry me
3841,i can imagine that song in a movie
3842,makes me feel sexy
3843,i want to be independent listening to
3844,malaria anthem
3845,rainha
3846,ringleader
3847,hayzay
3848,awesomesauce
3849,pure win
3850,xp8 ebm futurepop
3851,futureundergroundcyberkore
3852,bandas venezolanas
3853,rocksteady
3854,psicodelia
3855,lovers rock
3856,two tone
3857,skinhead reggae
3858,ska rocksteady
3859,british reggae
3860,venezuela
3861,early reggae
3862,j-ska
3863,ska-jazz
3864,rub-a-dub
3865,afrobeat
3866,ethiopian groove
3867,makossa
3868,mbalax
3869,vudu
3870,zulu
3871,frobeat
3872,juju-music
3873,amazin voice soul to hot
3874,psychedelic pop electronica
3875,rap metal
3876,desert rock
3877,shoegazing
3878,proto punk
3879,really drunk
3880,crabcore
3881,specially addictive soundtrack
3882,hamburger schule
3883,legendary
3884,pop legend
3885,one of the best albums of 2010
3886,the next princess of pop
3887,mactonight fav
3888,dancey
3889,poppy
3890,mactonight essential
3891,spacey
3892,midtempo
3893,amazing live
3894,essential
3895,cuckoo
3896,oriental
3897,beat
3898,lol
3899,prune
3900,long island
3901,compressive rock
3902,the funeral drums
3903,saw
3904,apologetic
3905,blue eyed soul
3906,tripped out
3907,uses the term gay as an insult unrelated to homosexuality and through this causes a significant amount of confusion
3908,dark cabaret
3909,deep-house
3910,balearic
3911,wonky
3912,nu-disco
3913,laptop folk
3914,home listening
3915,indie dance
3916,narcotic house
3917,slow disco
3918,western-africa psychedelia
3919,nigerian funk
3920,dub-house
3921,future soul
3922,dub-techno
3923,dial
3924,hyperdub
3925,bassline
3926,tech-house
3927,eletronic
3928,ryca
3929,poderosa
3930,poder
3931,xuxa
3932,luxuosa
3933,rapido ricardo
3934,diva sambista
3935,heavymetal
3936,syphonic metal
3937,fucking great
3938,dave is dancing
3939,dave gahan is showing striptease
3940,datura
3941,electro rock
3942,best album ever
3943,guitar hero 3
3944,painfull
3945,sob
3946,violator
3947,magical
3948,remastered
3949,space age drama
3950,stoke-on-trent
3951,stoke
3952,keele
3953,jacobins
3954,the jacobins
3955,keele university
3956,lp
3957,slamming brutal death metal
3958,canadian rock
3959,guns n' roses
3960,a day to remember
3961,strike
3962,lolene
3963,the electrick hotel
3964,neon
3965,rich
3966,lionheart
3967,hard-heavy rock
3968,hard prog
3969,heavy prog
3970,progressive rock related
3971,pop/rock
3972,italian progressive rock
3973,italian symphonic prog
3974,neo prog
3975,folk prog
3976,aor
3977,early heavy metal
3978,brazilian music
3979,manguebeat
3980,timbaland knock
3981,somebody to love
3982,dels
3983,sarah brightman
3984,heavy nopal
3985,question of honor
3986,luna
3987,astrrid hadad
3988,in the kingdom of darkness
3989,wonderful world
3990,norah jones
3991,harem
3992,its a beutiful song
3993,this love
3994,rainy days
3995,carole king
3996,xmas
3997,voices of angels
3998,levitation
3999,talented ladies
4000,galvao
4001,alternativerock
4002,popbritish
4003,iconpop
4004,pop/r&b
4005,motown
4006,popbrasil
4007,lovesongs
4008,classicmpb
4009,funk carioca
4010,we belong to the music
4011,cyrus
4012,lindsay lohan
4013,paris hilton
4014,satellite
4015,eurovision 2010
4016,inxs
4017,billy corgan
4018,smashing pumpkins
4019,folk music
4020,devotional
4021,tatarcha
4022,nine inch nais
4023,nin
4024,kmfdm
4025,bronx
4026,spandau ballet
4027,depeche mode related
4028,4ad
4029,johnny
4030,cocteau twins related
4031,lottie
4032,personal faves
4033,siouxsie-solo
4034,fashion related
4035,lenda
4036,legendaria
4037,princessa do pop
4038,full on
4039,dance-punk
4040,spanish indie pop
4041,dominican
4042,latin rock
4043,very kvlt
4044,killer drums
4045,killer riffing
4046,norway
4047,mexican black metal
4048,norsk arysk metal
4049,kvlt
4050,greek metal
4051,epic black metal
4052,swedish black metal
4053,mexican metal
4054,usbm
4055,folk black metal
4056,death thrash metal
4057,unglaublich
4058,andy bown
4059,alan lancaster
4060,john coghlan
4061,francis rossi
4062,rick parfitt
4063,rhino edwards
4064,jeff rich
4065,matt letley
4066,australia
4067,old
4068,bill
4069,comets
4070,haley
4071,serge gainsbourg
4072,jane birkin
4073,psychadelic rock
4074,gilmour
4075,roger
4076,waters
4077,mason
4078,rick
4079,wright
4080,david
4081,syd
4082,barrett
4083,voice
4084,paris
4085,7th floor
4086,foo fighters
4087,van halen
4088,kiss
4089,steve vai
4090,dickinson
4091,british rock
4092,drum'n'bass
4093,black hoe recordings
4094,mystification
4095,albums i want to own
4096,rhythm
4097,bittersweet
4098,jangly
4099,badass
4100,armenian language
4101,one hit wonder
4102,september
4103,folk-pop
4104,armenian
4105,armenian folk
4106,ethno-ballad
4107,chant
4108,gregorian
4109,concert
4110,beauty
4111,director
4112,queen forever
4113,the best show
4114,the best women singer
4115,the richest singer
4116,bigdrums
4117,alt. rock
4118,fear
4119,bowie
4120,makes me happy as fuck
4121,earthling
4122,god is an american
4123,static-x
4124,industrial nu metal
4125,agresive metal
4126,brit music
4127,atmospheric rnb
4128,dixie chicks
4129,anti-bush
4130,texas
4131,anti-war
4132,banjo
4133,fuck bush
4134,i miss you
4135,songs i relate to
4136,grammy
4137,she kicks ass
4138,heartache
4139,heart breaking
4140,december
4141,makes me want to cry
4142,queen of soul
4143,tim mcgraw and gwyneth paltrow
4144,miranda lambert
4145,country women
4146,rolling stone 500 greatest songs of all time
4147,i love singing this
4148,sad song
4149,peace songs
4150,girls kick ass
4151,barrelhouse covers
4152,tunes for a brother
4153,voodoo women
4154,delta blues
4155,gospel of shawn
4156,chicago blues
4157,blues fusion
4158,memphis blues
4159,new orleans funk
4160,new orleans
4161,texas blues
4162,neo-gospel
4163,revolutionary
4164,jazz guitar
4165,outlaws and gypsys
4166,bebop
4167,cowboys
4168,neo blues
4169,southside of chicago
4170,a brother and a friend
4171,curious about
4172,mad about
4173,my teens
4174,never enough
4175,hindi
4176,let's dance
4177,work of art
4178,heaven creation
4179,strong
4180,electrefing
4181,divine
4182,songs ive obsessed over
4183,s
4184,london 1993
4185,awful
4186,1990 in at nutshell
4187,very dreamy
4188,medley
4189,divo
4190,rock latin
4191,lloyd banks
4192,cashis
4193,sexy songs
4194,officially shit
4195,better than hard candy
4196,best of 2007
4197,cine
4198,avril lavgne
4199,restart
4200,hc
4201,emotional hardcore
4202,etno rock
4203,duduk
4204,beautiful lyrics
4205,fave female singers
4206,strong voice
4207,repeat
4208,revenge
4209,laxative
4210,death-thrash metal
4211,death trash grindcore metal
4212,groove death metal
4213,death thrash grindcore metal
4214,baumarkt
4215,moelln
4216,death-trash metal
4217,toiletten stoner metal
4218,toilette
4219,wacken 2006
4220,death-thrash grindcore metal
4221,friends
4222,death-thrash
4223,follow me
4224,fuckin great thrash
4225,eath-thrash metal
4226,fuckin brutal
4227,death thrash
4228,fuckin metal
4229,kill metal
4230,grind death
4231,death-thrashl grindcore metal
4232,extreme brutal death metal
4233,surf rock
4234,light
4235,au temps des favorites
4236,kids
4237,celine dion
4238,bubble-pop
4239,pioseneczki
4240,worldmusic
4241,european music
4242,check out
4243,puppy et belle
4244,solo artists
4245,rock am ring 2007
4246,melodycore
4247,kurt cobain
4248,anarco punk
4249,favorite bands
4250,kooks
4251,lithuanian metal
4252,patriotic  metal
4253,patriotic metal
4254,lithuanian
4255,brutal beer noise
4256,brutal beer metal
4257,pagan black metal
4258,lithuanian black metal
4259,flar flar flar
4260,flop
4261,fat
4262,anahi
4263,latin singer
4264,brega
4265,uuuuuuuuuuuuuaaaaau
4266,bjmeligafui
4267,ate my heart
4268,guitar playing boys
4269,my pop music
4270,songs to monkey it up
4271,21st century girl
4272,qq
4273,hm
4274,mraz
4275,fuck
4276,axel
4277,national anthem
4278,brothers
4279,nick jonas
4280,criollo
4281,frogadelic rock
4282,viking quest
4283,we love the 80s
4284,dark and new wave
4285,alevi deyisleri
4286,persian
4287,political
4288,fok
4289,br00talizer shits on phoenix azul
4290,pile of feces
4291,shit in my ass
4292,shitting spam
4293,juggalo
4294,jizzy
4295,capitalist
4296,br00tal
4297,ofwgkta
4298,really good
4299,radical
4300,anarchy punk
4301,charmed
4302,pop sensation
4303,rock metal
4304,pop female
4305,opera metal
4306,celtic rock
4307,netherlands
4308,scrubs
4309,jazz-rock
4310,guettotech
4311,classic prog
4312,industrial groove metal
4313,dominican heavy metal
4314,kietas radijas
4315,lithuanian hip-hop
4316,lithuanian hip hop
4317,mc numeris vienas
4318,kaunas
4319,doo wop
4320,classic country
4321,am gold
4322,prism
4323,lynyrd skynyrd
4324,home lounge
4325,indie/rock
4326,big hit
4327,punk/rock
4328,bitchy
4329,scandinavia
4330,oblique
4331,barcelona
4332,sonja
4333,without making noise
4334,90210
4335,ugly betty
4336,xenomania
4337,m.i.a
4338,van morrison
4339,joshua radin
4340,josh rouse
4341,credence clearwater revival
4342,scott matthews
4343,beach down festival
4344,jose gonzalez
4345,ray lamontagne
4346,indie-folk
4347,damien rice
4348,aimee mann
4349,alex newport
4350,frank turner
4351,a7x
4352,avenged sevenfold
4353,slow rock
4354,amerie
4355,indy hip-hop
4356,indie rap
4357,anticaptlismo
4358,libertarian rap
4359,anarchy rap
4360,ldl
4361,anticapitalismo
4362,russian underground rap
4363,japanese grindcore
4364,female fronted grindcore
4365,ptu thrash metal
4366,satan brutally explodes when listening to this
4367,antifascist
4368,antisystem
4369,antifascist rap
4370,audiobooks
4371,stalin fm
4372,alternative rap
4373,melodic antifa-88
4374,poebotina kakaya-to
4375,neudachnaya parodiya na zapiski neizvestnogo
4376,vegan
4377,hardline
4378,never goes away
4379,relation or what
4380,associative
4381,beautiful voices
4382,female fronted
4383,true blood
4384,waking up
4385,ready set go bitches
4386,club banger
4387,gangsta
4388,hottest bitch
4389,steven wilson
4390,progressive punk
4391,tool
4392,my favourite
4393,francais
4394,camp
4395,apartheid
4396,boppy
4397,steve biko
4398,south africa
4399,rap francais
4400,choir
4401,choral
4402,electric guitar
4403,cover better than original
4404,tomoyasu hotei
4405,long track
4406,miami vice
4407,kill bill ost
4408,1990s
4409,also released in english
4410,homophobia
4411,coronation
4412,handel
4413,czechoslovakia
4414,my favourites
4415,post-punk revival
4416,alternative hip-hop
4417,post-britpop
4418,electro-rock
4419,solum mente infirmis
4420,ecological power metal
4421,eco power metal
4422,pure rave
4423,ambiental blues
4424,if this was a pokemon i would catch it
4425,ambiental
4426,highschool band
4427,romanian band
4428,ceara
4429,melhorbandanacional
4430,metaaaaaaaaaaaaaaaaaaaaaaaaaaaaal
4431,louvor
4432,worship
4433,worst song ever from miley
4434,valentines
4435,marry taylor
4436,swifty
4437,500 days of summer
4438,thom yorke
4439,jonny greenwood
4440,french vocalists
4441,garou
4442,godfather of moonwalk
4443,genius of pop
4444,legend of music
4445,fantastic artist
4446,symbolika muzyki
4447,muzyka filmowa
4448,beat from dominicana
4449,kal ho naa ho
4450,favorite celine songs
4451,french rock
4452,french bands
4453,power rock
4454,rock français
4455,rock alternatif
4456,autoproduit
4457,toulouse
4458,destroy
4459,planant
4460,creative commons
4461,jamendo
4462,french punk
4463,punkrock
4464,whawha
4465,festif
4466,puts every single hater jealous
4467,songwritter
4468,actress
4469,the best thing that ever happened to music
4470,comeback
4471,rock n' roll
4472,idols
4473,finnish pop
4474,excepcional registro
4475,tecnicamente impecable
4476,buena instrumentacion
4477,los mejores
4478,un icono
4479,otro genio
4480,blues influence
4481,bueno realmente
4482,un clasico
4483,un buen tema
4484,crooner
4485,ballet
4486,all dressed in black
4487,the raves
4488,shoegazer
4489,violinist
4490,sune rose wagner
4491,alaska
4492,david sylvian
4493,nicky rhodes
4494,porcupine tree
4495,rock argentino
4496,politeconomist realife soundtrack
4497,classical piano
4498,mina love
4499,1900
4500,beautiful man voice
4501,pop latino
4502,algerian
4503,summer time
4504,guetta
4505,mazzy star
4506,yo la tengo
4507,suicide
4508,throbbing gristle
4509,stereolab
4510,squarepusher
4511,kings of convenience
4512,sonic youth
4513,cabaret voltaire
4514,spacemen 3
4515,the slits
4516,wire
4517,spiritualized
4518,doves
4519,broadcast
4520,pixies
4521,dead can dance
4522,autechre
4523,mercury rev
4524,tortoise
4525,tuxedomoon
4526,iggy pop
4527,blonde redhead
4528,fridge
4529,air
4530,the fall
4531,lamb
4532,kraftwerk
4533,fischerspooner
4534,nine inch nails
4535,acid house kings
4536,throwing muses
4537,my bloody valentine
4538,nouvelle vague
4539,portishead
4540,cranes
4541,mogwai
4542,this mortal coil
4543,fall out boy
4544,taking back sunday
